"id-système (xml:c/@id) ";"cote (xml:unitid) ";"unittitle ";"unitdate ";" date-normalisee ";"extent ";"dimensions ";"première image";"dernière image";"Lien première image";"Lien dernière image"
"c-aqw9jbqrz--1o9se7ogwekot ";"AG//SPH/27 ";"Reportage n° 1469 / Allocution radiodiffusée et télévisée du général de Gaulle pour annoncer les résultats des négociations d’Évian concernant l’Algérie. ";"18 mars 1962 ";" 1962-03-18 ";"10 négatifs ";"6 x 6 cm et 24 x 36 cm ";"FRAN_0158_1570_L.jpg";"FRAN_0158_1574_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1570_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1574_L.jpg "
"c-ardv0oyi0--1jlm9xqvqt8ud ";"AG//SPH/27 ";"Reportage n° 1470 / Voyage en France d’Ahmadou Ahidjo, président du Cameroun. ";"19 mars 1962 ";" 1962-03-19 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1595_L.jpg";"FRAN_0158_1598_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1595_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1598_L.jpg "
"c-art888mph--vuqrsle0s1j ";"AG//SPH/27 ";"Reportage n° 1471 / Portraits de Christian Fouchet, haut-commissaire de la République en Algérie, et de Bernard Tricot, haut-commissaire de la République adjoint en Algérie. ";"Mars 1962 ";" 1962-03-01/1962-03-31 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1599_L.jpg";"FRAN_0158_1600_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1599_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1600_L.jpg "
"c-as9fz5y80-13i1e6p5ep1zz ";"AG//SPH/27 ";"Reportage n° 1471bis / Remise des lettres de créance par Makonnen Deneke, ambassadeur d’Éthiopie en France. ";"24 mars 1962 ";" 1962-03-24 ";"1 négatif ";"6 x 6 cm ";"FRAN_0158_1601_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1601_L.jpg ";
"c-asr00lkx8-gotn888q9h3y ";"AG//SPH/27 ";"Reportage n° 1471ter / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, pour expliquer aux Français le sens et la portée du référendum prévu le 8 avril 1962. ";"26 mars 1962 ";" 1962-03-26 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1592_L.jpg";"FRAN_0158_1594_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1592_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1594_L.jpg "
"c-at8328e3y-1vqiu7bnk2j6x ";"AG//SPH/27 ";"Reportage n° 1472 / Voyage en France de Sylvanus Olympio, président du Togo. ";"31 mars 1962 ";" 1962-03-31 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1602_L.jpg";"FRAN_0158_1603_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1602_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1603_L.jpg "
"c-atoo55f0l--nqiwt8e6b58d ";"AG//SPH/27 ";"Reportage n° 1473 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée deux jours avant le référendum. ";"6 avril 1962 ";" 1962-04-06 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1604_L.jpg";"FRAN_0158_1606_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1604_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1606_L.jpg "
"c-au4f3yte6--3okg870iflmk ";"AG//SPH/27 ";"Reportage n° 1474 / Voyage en France de Maurice Yaméogo, président de la République de Haute-Volta. ";"11 avril 1962 ";" 1962-04-11 ";"23 négatifs ";"6 x 6 cm ";"FRAN_0158_1612_L.jpg";"FRAN_0158_1634_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1612_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1634_L.jpg "
"c-aukbotimm-18vadnywojsj ";"AG//SPH/27 ";"Reportage n° 1475 / Remise des lettres de créance par John Bogolo Erzuah, ambassadeur du Ghana en France, par Martin Fuchs, ambassadeur d’Autriche en France, et par Kali Prasad Upadhjah, ambassadeur du Népal en France. ";"18 avril 1962 ";" 1962-04-18 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1607_L.jpg";"FRAN_0158_1609_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1607_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1609_L.jpg "
"c-av1ggzaaj-145hjmtx513kq ";"AG//SPH/27 ";"Reportage n° 1476 / Présentation du Gouvernement Georges Pompidou. ";"18 avril 1962 ";" 1962-04-18 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1610_L.jpg";"FRAN_0158_1611_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1610_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1611_L.jpg "
"c-avfnacyoq-bb3lzr300950 ";"AG//SPH/27 ";"Reportage n° 1477 / Offrande du muguet traditionnel au général de Gaulle par une délégation des Forts des Halles. ";"1er mai 1962 ";" 1962-05-01 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1635_L.jpg";"FRAN_0158_1637_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1635_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1637_L.jpg "
"c-avvlo8cg8--h5kqccw1arm1 ";"AG//SPH/27 ";"Reportage n° 1478 / Voyage en France de Félix Houphouët-Boigny, président de Côte-d’Ivoire. ";"3 mai 1962 ";" 1962-05-03 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1638_L.jpg";"FRAN_0158_1639_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1638_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1639_L.jpg "
"c-awb2ribu7-urxouyda6oeu ";"AG//SPH/27 ";"Reportage n° 1479 / Voyage en France de Maurice Yaméogo, président de Haute-Volta. ";"4 mai 1962 ";" 1962-05-04 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1640_L.jpg";"FRAN_0158_1644_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1640_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1644_L.jpg "
"c-awsoimt6k--4ur4x3lwdv5s ";"AG//SPH/27 ";"Reportage n° 1480 / Voyage en France de Hassan II, roi du Maroc. ";"11 mai 1962 ";" 1962-05-11 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1654_L.jpg";"FRAN_0158_1657_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1654_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1657_L.jpg "
"c-ax7c391nx-b9ttleofqk1g ";"AG//SPH/27 ";"Reportage n° 1481 / Prestation de serment de Bernard Chenot à l’occasion de sa nomination au Conseil constitutionnel. ";"11 mai 1962 ";" 1962-05-11 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1652_L.jpg";"FRAN_0158_1653_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1652_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1653_L.jpg "
"c-axmr3tjok--1lamgyfd55h2n ";"AG//SPH/27 ";"Reportage n° 1482 / Audience accordée au comité exécutif de l'Institut international de la presse Robert-Salmon. ";"14 mai 1962 ";" 1962-05-14 ";"7 négatifs ";"6 x 6 cm ";"FRAN_0158_1645_L.jpg";"FRAN_0158_1651_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1645_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1651_L.jpg "
"c-ay1wx3aqm-1nqsr0owjo9f5 ";"AG//SPH/27 ";"Reportage n° 1483 / Conférence de presse du général de Gaulle, tenue à l’Élysée, sur l’organisation politique de l’Europe des Six, la République fédérale d’Allemagne [RFA] et l’affaire de Berlin, la position de la France à l’égard de l’Alliance atlantique et la question algérienne. ";"15 mai 1962 ";" 1962-05-15 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_1658_L.jpg";"FRAN_0158_1663_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1658_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1663_L.jpg "
"c-ayie09n2p--grbm1hcpuwud ";"AG//SPH/27 ";"Reportage n° 1484 / Voyage en France de Léon M’Ba, président du Gabon. ";"22 mai 1962 ";" 1962-05-22 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1664_L.jpg";"FRAN_0158_1665_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1664_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1665_L.jpg "
"c-ayyqxiqkv-1qy2xd610p86x ";"AG//SPH/27-AG//SPH/28 ";"Reportage n° 1485 / Voyage en France de Moktar Ould Daddah, président de Mauritanie. ";"23-26 mai 1962 ";" 0023-01-01/1962-05-26 ";"27 négatifs ";"6 x 6 cm ";"FRAN_0158_1666_L.jpg";"FRAN_0158_1692_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1666_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1692_L.jpg "
"c-azm2sef86--rcydnhlyannv ";"AG//SPH/28 ";"Reportage n° 1486 / Réception d’une délégation de mères de famille nombreuse. ";"26 mai 1962 ";" 1962-05-26 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_1693_L.jpg";"FRAN_0158_1698_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1693_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1698_L.jpg "
"c-b07lzazwg--12q7v486x49lv ";"AG//SPH/28 ";"Reportage n° 1487 / Remise des lettres de créance par Kristaq Misha, ambassadeur d'Albanie en France, et par Osman Ahmed Hassan, ambassadeur de Somalie en France. ";"30 mai 1962 ";" 1962-05-30 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1726_L.jpg";"FRAN_0158_1727_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1726_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1727_L.jpg "
"c-b0n48ss5o--jjw3gycp5pn1 ";"AG//SPH/28 ";"Reportage n° 1488 / Voyage en France de Hubert Maga, président du Dahomey. ";"1er juin 1962 ";" 1962-06-01 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1699_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1699_L.jpg ";
"c-b17cqp8to--8c0gmj7q08sj ";"AG//SPH/28 ";"Reportage n° 1489 / Voyage en France de Harold Macmillan, Premier ministre de Grande-Bretagne, entretiens au château de Champs-sur-Marne sur les grandes questions internationales et la candidature de la Grande-Bretagne au Marché commun. ";"3 juin 1962 ";" 1962-06-03 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1704_L.jpg";"FRAN_0158_1707_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1704_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1707_L.jpg "
"c-b1prv907o--dlisc2iaq5ie ";"AG//SPH/28 ";"Reportage n° 1490 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, à l’occasion de l’ouverture de la campagne pour le référendum en Algérie sur l’autodétermination. ";"8 juin 1962 ";" 1962-06-08 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1700_L.jpg";"FRAN_0158_1703_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1700_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1703_L.jpg "
"c-b2a0zqxvg-lcjhpnam8xs7 ";"AG//SPH/28 ";"Reportage n° 1491 / Remise de décoration à Daniel-Rops, de l’Académie française. ";"14 juin 1962 ";" 1962-06-14 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_1712_L.jpg";"FRAN_0158_1717_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1712_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1717_L.jpg "
"c-b2x5zypd4--kfyof3m7dg6i ";"AG//SPH/28 ";"Reportage n° 1492 / Visite du général de Gaulle à l’exposition « Chefs-d’œuvre d’art mexicain », Petit-Palais, Paris. ";"13 juin 1962 ";" 1962-06-13 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_1718_L.jpg";"FRAN_0158_1725_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1718_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1725_L.jpg "
"c-b3c1sq450-1mjekvs1dqdlg ";"AG//SPH/28 ";"Reportage n° 1493 / Voyage en France de David Dacko, président de la République centrafricaine. ";"20-23 juin 1962 ";" 0020-01-01/1962-06-23 ";"21 négatifs ";"6 x 6 cm ";"FRAN_0158_1728_L.jpg";"FRAN_0158_1748_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1728_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1748_L.jpg "
"c-b3ry7hq75-tarut2q7sskq ";"AG//SPH/28 ";"Reportage n° 1494 / Voyage en France de Félix Houphouët-Boigny, président de Côte-d’Ivoire. ";"25 juin 1962 ";" 1962-06-25 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1749_L.jpg";"FRAN_0158_1751_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1749_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1751_L.jpg "
"c-bkxpsqqhj--h0ef4w3ljbt3 ";"AG//SPH/28 ";"Reportage n° 1495 / Voyage en France de Alfons Gorbach, chancelier fédéral d'Autriche. ";"26 juin 1962 ";" 1962-06-26 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_1752_L.jpg";"FRAN_0158_1759_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1752_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1759_L.jpg "
"c-blj07y45w--1rakecytixn4u ";"AG//SPH/28 ";"Reportage n° 1495bis / Remise du prix Liotard, grand prix de l’exploration, à Corneille Jest, ethnologue, pour une mission au Népal. ";"28 juin 1962 ";" 1962-06-28 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1761_L.jpg";"FRAN_0158_1763_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1761_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1763_L.jpg "
"c-blz3ps5jk-bqookli5wt6r ";"AG//SPH/28 ";"Reportage n° 1496 / Remise de décoration à Jean Auburtin, avocat et homme politique. ";"30 juin 1962 ";" 1962-06-30 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1764_L.jpg";"FRAN_0158_1768_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1764_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1768_L.jpg "
"c-bme2ipbqr--13yebv86v8yw2 ";"AG//SPH/28 ";"Reportage n° 1497 / Remise de décoration à Xavier Chauveau de Lignac, pseudonyme Jean Chauveau, chargé de mission. ";"30 juin 1962 ";" 1962-06-30 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1769_L.jpg";"FRAN_0158_1773_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1769_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1773_L.jpg "
"c-bmtqtntd5--1f56u2j3ssv31 ";"AG//SPH/28 ";"Reportage n° 1498 / Garden-party en l’honneur de l’Assemblée nationale et du Sénat. ";"30 juin 1962 ";" 1962-06-30 ";"15 négatifs ";"6 x 6 cm ";"FRAN_0158_1774_L.jpg";"FRAN_0158_1788_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1774_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1788_L.jpg "
"c-bn9fmixq6--m9b5rgd97u ";"AG//SPH/28 ";"Reportage n° 1499 / Voyage en France de Konrad Adenauer, chancelier de la République fédérale d’Allemagne [RFA]. ";"2-8 juillet 1962 ";" 0002-01-01/1962-07-08 ";"16 négatifs ";"6 x 6 cm ";"FRAN_0158_1789_L.jpg";"FRAN_0158_1804_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1789_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1804_L.jpg "
"c-bnqegnmvj--1c5h6uulnaljn ";"AG//SPH/28 ";"Reportage n° 1500 / Réception par le général de Gaulle d’une médaille frappée à son effigie. ";"7 juillet 1962 ";" 1962-07-07 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1805_L.jpg";"FRAN_0158_1807_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1805_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1807_L.jpg "
"c-boa237zzg--l4v94xze5ktj ";"AG//SPH/28 ";"Reportage n° 1501 / Remise des lettres de créance par Philémon Beb a Don, ambassadeur du Cameroun en France, et par André Mintsa, ambassadeur du Gabon en France. ";"13 juillet 1962 ";" 1962-07-13 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1760_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1760_L.jpg ";
"c-bow8awbxk-1n9edng9bvv7p ";"AG//SPH/28 ";"Reportage n° 1502 / Remise des lettres de créance par Bülent Usakligil, ambassadeur de Turquie en France, et par Petur Thorsteinsson, ambassadeur d'Islande en France. ";"13 juillet 1962 ";" 1962-07-13 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1811_L.jpg";"FRAN_0158_1812_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1811_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1812_L.jpg "
"c-bpg3asajg--1rov4i75e3497 ";"AG//SPH/28 ";"Reportage n° 1503 / Fête nationale. ";"14 juillet 1962 ";" 1962-07-14 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1813_L.jpg";"FRAN_0158_1817_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1813_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1817_L.jpg "
"c-bpulpctqp--l2lcvhw9sdyf ";"AG//SPH/28 ";"Reportage n° 1504 / Voyage en France de Maha Thray Sithu U Thant, secrétaire général de l’Organisation des Nations unies [ONU]. ";"17 juillet 1962 ";" 1962-07-17 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1818_L.jpg";"FRAN_0158_1822_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1818_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1822_L.jpg "
"c-bqajfjmwv--1c3afnyr9cy4l ";"AG//SPH/28 ";"Reportage n° 1505 / Remise de décoration à Eugénie Éboué-Tell, veuve de Félix Éboué, gouverneur général de l’Afrique occidentale française [AOF] ";"17 juillet 1962 ";" 1962-07-17 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_1823_L.jpg";"FRAN_0158_1830_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1823_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1830_L.jpg "
"c-bqpmkkkvr-cxrvwvg12k0m ";"AG//SPH/28 ";"Reportage n° 1506 / Voyage en France de Souvanna Phouma, Premier ministre du Laos. ";"24 juillet 1962 ";" 1962-07-24 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_1831_L.jpg";"FRAN_0158_1834_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1831_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1834_L.jpg "
"c-br3na3k6k-1qi8kkuu2h4vd ";"AG//SPH/29 ";"Reportage n° 1507 / Voyage en France de Léopold Sédar Senghor, président du Sénégal. ";"26 juillet 1962 ";" 1962-07-26 ";"7 négatifs ";"6 x 6 cm ";"FRAN_0158_1851_L.jpg";"FRAN_0158_1857_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1851_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1857_L.jpg "
"c-briezi9i0-17up1157zbxk7 ";"AG//SPH/28 ";"Reportage n° 1508 / Remise de décoration à Bernard Tricot, haut-commissaire de la République en Algérie. ";"31 juillet 1962 ";" 1962-07-31 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_1835_L.jpg";"FRAN_0158_1842_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1835_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1842_L.jpg "
"c-bs07krf98--1hqo4ww7c7eeq ";"AG//SPH/29 ";"Reportage n° 1508bis / Voyage en France de Dwight David Eisenhower, ancien président des États-Unis. ";"Août 1962 ";" 1962-08-01/1962-08-31 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_1858_L.jpg";"FRAN_0158_1863_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1858_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1863_L.jpg "
"c-bsikf3tdi--1h98866tpbr89 ";"AG//SPH/29 ";"Reportage n° 1508ter / Remise de décoration à Jean Chauvel, ambassadeur de France en Grande-Bretagne. ";"30 juillet 1962 ";" 1962-07-30 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1864_L.jpg";"FRAN_0158_1868_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1864_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1868_L.jpg "
"c-bt0wnabk6-odo9a0rxwx2f ";"AG//SPH/28-AG//SPH/29 ";"Reportage n° 1509 / Remise des lettres de créance par Claudio Cortes-Castro, ambassadeur du Costa-Rica en France, par Ricardo Gallardo, ambassadeur du Salvador en France, et par Mita Milkovic, ambassadeur de Yougoslavie en France. ";"30 août 1962 ";" 1962-08-30 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1848_L.jpg";"FRAN_0158_1850_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1848_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1850_L.jpg "
"c-btft4kx8t-fay6err9xrbb ";"AG//SPH/28 ";"Reportage n° 1510 / Voyage en France de Sylvanus Olympio, président du Togo. ";"1er septembre 1962 ";" 1962-09-01 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_1843_L.jpg";"FRAN_0158_1847_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1843_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1847_L.jpg "
"c-btv2gfj5m--3yih0z17lv2i ";"AG//SPH/29 ";"Reportage n° 1511 / Cérémonie à l’occasion du départ d’Étienne Rouvrais, huissier au palais de l’Élysée. ";"Septembre 1962 ";" 1962-09-01/1962-09-30 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1869_L.jpg";"FRAN_0158_1870_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1869_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1870_L.jpg "
"c-bu9dwmq79-452dxedoe4mh ";"AG//SPH/29 ";"Reportage n° 1512 / Voyage en France du maréchal Mohammed Ayub Khan, président du Pakistan. ";"15 septembre 1962 ";" 1962-09-15 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_1879_L.jpg";"FRAN_0158_1881_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1879_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1881_L.jpg "
"c-buouf0gki-ezsvdc4l7fpj ";"AG//SPH/29 ";"Reportage n° 1512bis / Déjeuner à l’occasion du départ du général James Maurice Gavin, ambassadeur des États-Unis en France. ";"19 septembre 1962 ";" 1962-09-19 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_1877_L.jpg";"FRAN_0158_1878_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1877_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1878_L.jpg "
"c-bv62mi1v0-tmyrqv7gwoyu ";"AG/5(1)/1054, AG//SPH/29 ";"Reportage n° 1513 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, pour exposer les raisons et la portée de l’élection du président de la République au suffrage universel, proposée aux Français par voie de référendum le 28 octobre 1962. ";"20 septembre 1962 ";" 1962-09-20 ";"1 positif et 4 négatifs ";"6 x 6 cm ";"FRAN_0158_1903_L.jpg";"FRAN_0158_1907_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1903_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_1907_L.jpg "
